,region/country/area,year,series,type,tourism_arrivals_series_type,value,footnotes,continent
2409,Lithuania,2022,"Total Sexual Violence at the national level, rate per 100,000",Crime,,5.1,,Europe
2410,Luxembourg,2004,"Intentional homicide rates per 100,000",Crime,,0.4,,Europe
2411,Luxembourg,2004,"Percentage of male and female intentional homicide victims, Male",Crime,,0.4,,Europe
2412,Luxembourg,2004,"Percentage of male and female intentional homicide victims, Female",Crime,,0.4,,Europe
2413,Luxembourg,2005,"Intentional homicide rates per 100,000",Crime,,0.9,,Europe
2414,Luxembourg,2010,"Intentional homicide rates per 100,000",Crime,,2.0,,Europe
2415,Luxembourg,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,2.0,,Europe
2416,Luxembourg,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,2.0,,Europe
2417,Luxembourg,2010,"Assault rate per 100,000 population",Crime,,488.1,,Europe
2418,Luxembourg,2010,"Kidnapping at the national level, rate per 100,000",Crime,,5.3,,Europe
2419,Luxembourg,2010,"Theft at the national level, rate per 100,000 population",Crime,,1423.5,,Europe
2420,Luxembourg,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,41.6,,Europe
2421,Luxembourg,2014,"Intentional homicide rates per 100,000",Crime,,0.7,,Europe
2422,Luxembourg,2014,"Percentage of male and female intentional homicide victims, Male",Crime,,0.7,,Europe
2423,Luxembourg,2014,"Percentage of male and female intentional homicide victims, Female",Crime,,0.7,,Europe
2424,Luxembourg,2014,"Assault rate per 100,000 population",Crime,,130.9,,Europe
2425,Luxembourg,2014,"Kidnapping at the national level, rate per 100,000",Crime,,9.4,,Europe
2426,Luxembourg,2014,"Theft at the national level, rate per 100,000 population",Crime,,1844.9,,Europe
2427,Luxembourg,2014,"Total Sexual Violence at the national level, rate per 100,000",Crime,,64.6,,Europe
2428,Luxembourg,2015,"Intentional homicide rates per 100,000",Crime,,0.9,,Europe
2429,Luxembourg,2015,"Assault rate per 100,000 population",Crime,,106.8,,Europe
2430,Luxembourg,2015,"Kidnapping at the national level, rate per 100,000",Crime,,9.3,,Europe
2431,Luxembourg,2015,"Theft at the national level, rate per 100,000 population",Crime,,1614.5,,Europe
2432,Luxembourg,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,57.6,,Europe
2433,Luxembourg,2022,"Intentional homicide rates per 100,000",Crime,,1.5,,Europe
2434,Luxembourg,2022,"Percentage of male and female intentional homicide victims, Male",Crime,,1.5,,Europe
2435,Luxembourg,2022,"Percentage of male and female intentional homicide victims, Female",Crime,,1.6,,Europe
2436,Luxembourg,2022,"Assault rate per 100,000 population",Crime,,107.5,,Europe
2437,Luxembourg,2022,"Kidnapping at the national level, rate per 100,000",Crime,,8.0,,Europe
2438,Luxembourg,2022,"Theft at the national level, rate per 100,000 population",Crime,,2511.4,,Europe
2439,Luxembourg,2022,"Total Sexual Violence at the national level, rate per 100,000",Crime,,60.5,,Europe
2440,Madagascar,2010,"Assault rate per 100,000 population",Crime,,15.9,,Africa
2441,Madagascar,2010,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Africa
2442,Madagascar,2010,"Theft at the national level, rate per 100,000 population",Crime,,0.3,,Africa
2443,Madagascar,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,3.2,,Africa
2444,Madagascar,2015,"Assault rate per 100,000 population",Crime,,8.8,,Africa
2445,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Africa
2446,Madagascar,2015,"Theft at the national level, rate per 100,000 population",Crime,,0.9,,Africa
2447,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,4.5,,Africa
2448,Malawi,2005,"Intentional homicide rates per 100,000",Crime,,1.6,,Africa
2449,Malawi,2010,"Intentional homicide rates per 100,000",Crime,,3.5,,Africa
2450,Malawi,2012,"Intentional homicide rates per 100,000",Crime,,1.8,,Africa
2451,Malaysia,2005,"Intentional homicide rates per 100,000",Crime,,2.3,,Asia
2452,Malaysia,2005,"Assault rate per 100,000 population",Crime,,16.4,,Asia
2453,Malaysia,2005,"Theft at the national level, rate per 100,000 population",Crime,,132.4,,Asia
2454,Malaysia,2006,"Intentional homicide rates per 100,000",Crime,,2.2,,Asia
2455,Malaysia,2006,"Assault rate per 100,000 population",Crime,,21.6,,Asia
2456,Malaysia,2006,"Theft at the national level, rate per 100,000 population",Crime,,140.1,,Asia
2457,Malaysia,2010,"Intentional homicide rates per 100,000",Crime,,1.9,,Asia
2458,Malaysia,2015,"Intentional homicide rates per 100,000",Crime,,1.6,,Asia
2459,Malaysia,2021,"Intentional homicide rates per 100,000",Crime,,0.7,,Asia
2460,Malaysia,2021,"Assault rate per 100,000 population",Crime,,12.1,,Asia
2461,Malaysia,2021,"Total Sexual Violence at the national level, rate per 100,000",Crime,,9.6,,Asia
2462,Maldives,2002,"Intentional homicide rates per 100,000",Crime,,2.7,,Asia
2463,Maldives,2004,"Kidnapping at the national level, rate per 100,000",Crime,,0.3,,Asia
2464,Maldives,2010,"Intentional homicide rates per 100,000",Crime,,1.7,,Asia
2465,Maldives,2010,"Kidnapping at the national level, rate per 100,000",Crime,,7.2,,Asia
2466,Maldives,2010,"Theft at the national level, rate per 100,000 population",Crime,,1106.5,,Asia
2467,Maldives,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,144.6,,Asia
2468,Maldives,2013,"Intentional homicide rates per 100,000",Crime,,0.7,,Asia
2469,Maldives,2013,"Kidnapping at the national level, rate per 100,000",Crime,,2.0,,Asia
2470,Maldives,2013,"Theft at the national level, rate per 100,000 population",Crime,,1667.7,,Asia
2471,Maldives,2013,"Total Sexual Violence at the national level, rate per 100,000",Crime,,143.0,,Asia
2472,Maldives,2015,"Intentional homicide rates per 100,000",Crime,,0.9,,Asia
2473,Maldives,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,1.6,,Asia
2474,Maldives,2015,"Assault rate per 100,000 population",Crime,,85.4,,Asia
2475,Maldives,2015,"Kidnapping at the national level, rate per 100,000",Crime,,7.1,,Asia
2476,Maldives,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,126.3,,Asia
2477,Maldives,2017,"Intentional homicide rates per 100,000",Crime,,7.2,,Asia
2478,Maldives,2017,"Percentage of male and female intentional homicide victims, Male",Crime,,10.6,,Asia
2479,Maldives,2017,"Percentage of male and female intentional homicide victims, Female",Crime,,2.5,,Asia
2480,Maldives,2017,"Assault rate per 100,000 population",Crime,,74.9,,Asia
2481,Maldives,2017,"Kidnapping at the national level, rate per 100,000",Crime,,7.2,,Asia
2482,Maldives,2017,"Total Sexual Violence at the national level, rate per 100,000",Crime,,90.0,,Asia
2483,Maldives,2019,"Intentional homicide rates per 100,000",Crime,,0.6,,Asia
2484,Malta,2005,"Intentional homicide rates per 100,000",Crime,,1.0,,Europe
2485,Malta,2005,"Percentage of male and female intentional homicide victims, Male",Crime,,1.0,,Europe
2486,Malta,2005,"Percentage of male and female intentional homicide victims, Female",Crime,,1.0,,Europe
2487,Malta,2005,"Theft at the national level, rate per 100,000 population",Crime,,2343.2,,Europe
2488,Malta,2010,"Intentional homicide rates per 100,000",Crime,,1.0,,Europe
2489,Malta,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,1.4,,Europe
2490,Malta,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,0.5,,Europe
2491,Malta,2010,"Assault rate per 100,000 population",Crime,,43.0,,Europe
2492,Malta,2010,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Europe
2493,Malta,2010,"Theft at the national level, rate per 100,000 population",Crime,,1855.3,,Europe
2494,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,21.7,,Europe
2495,Malta,2015,"Intentional homicide rates per 100,000",Crime,,0.9,,Europe
2496,Malta,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,0.9,,Europe
2497,Malta,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.9,,Europe
2498,Malta,2015,"Assault rate per 100,000 population",Crime,,40.1,,Europe
2499,Malta,2015,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Europe
2500,Malta,2015,"Theft at the national level, rate per 100,000 population",Crime,,1895.2,,Europe
2501,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,22.8,,Europe
2502,Malta,2021,"Intentional homicide rates per 100,000",Crime,,0.4,,Europe
2503,Malta,2021,"Percentage of male and female intentional homicide victims, Male",Crime,,0.7,,Europe
2504,Malta,2021,"Percentage of male and female intentional homicide victims, Female",Crime,,0.0,,Europe
2505,Malta,2021,"Assault rate per 100,000 population",Crime,,32.5,,Europe
2506,Malta,2021,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Europe
2507,Malta,2021,"Theft at the national level, rate per 100,000 population",Crime,,665.2,,Europe
2508,Malta,2021,"Total Sexual Violence at the national level, rate per 100,000",Crime,,26.2,,Europe
2509,Malta,2022,"Intentional homicide rates per 100,000",Crime,,1.5,,Europe
2510,Malta,2022,"Assault rate per 100,000 population",Crime,,41.3,,Europe
2511,Malta,2022,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Europe
2512,Malta,2022,"Theft at the national level, rate per 100,000 population",Crime,,672.1,,Europe
2513,Malta,2022,"Total Sexual Violence at the national level, rate per 100,000",Crime,,26.4,,Europe
2514,Martinique,2005,"Intentional homicide rates per 100,000",Crime,,4.7,,Americas
2515,Martinique,2009,"Intentional homicide rates per 100,000",Crime,,2.8,,Americas
2516,Martinique,2009,"Percentage of male and female intentional homicide victims, Male",Crime,,4.4,,Americas
2517,Martinique,2009,"Percentage of male and female intentional homicide victims, Female",Crime,,1.4,,Americas
2518,Mauritania,2020,"Intentional homicide rates per 100,000",Crime,,1.0,,Africa
2519,Mauritius,2000,"Intentional homicide rates per 100,000",Crime,,2.1,,Africa
2520,Mauritius,2000,"Percentage of male and female intentional homicide victims, Male",Crime,,2.4,,Africa
2521,Mauritius,2000,"Percentage of male and female intentional homicide victims, Female",Crime,,1.9,,Africa
2522,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",Crime,,3.8,,Africa
2523,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",Crime,,2.1,,Africa
2524,Mauritius,2005,"Assault rate per 100,000 population",Crime,,9.7,,Africa
2525,Mauritius,2005,"Theft at the national level, rate per 100,000 population",Crime,,1138.7,,Africa
2526,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,25.0,,Africa
2527,Mauritius,2010,"Intentional homicide rates per 100,000",Crime,,2.6,,Africa
2528,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,3.9,,Africa
2529,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,1.2,,Africa
2530,Mauritius,2010,"Assault rate per 100,000 population",Crime,,18.5,,Africa
2531,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",Crime,,2.7,,Africa
2532,Mauritius,2010,"Theft at the national level, rate per 100,000 population",Crime,,840.2,,Africa
2533,Mauritius,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,33.7,,Africa
2534,Mauritius,2011,"Intentional homicide rates per 100,000",Crime,,2.5,,Africa
2535,Mauritius,2011,"Percentage of male and female intentional homicide victims, Male",Crime,,3.8,,Africa
2536,Mauritius,2011,"Percentage of male and female intentional homicide victims, Female",Crime,,1.2,,Africa
2537,Mauritius,2011,"Assault rate per 100,000 population",Crime,,17.9,,Africa
2538,Mauritius,2011,"Kidnapping at the national level, rate per 100,000",Crime,,3.9,,Africa
2539,Mauritius,2011,"Theft at the national level, rate per 100,000 population",Crime,,711.1,,Africa
2540,Mauritius,2011,"Total Sexual Violence at the national level, rate per 100,000",Crime,,36.2,,Africa
2541,Mauritius,2015,"Intentional homicide rates per 100,000",Crime,,1.6,,Africa
2542,Mauritius,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,2.3,,Africa
2543,Mauritius,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.9,,Africa
2544,Mauritius,2021,"Intentional homicide rates per 100,000",Crime,,2.6,,Africa
2545,Mauritius,2021,"Percentage of male and female intentional homicide victims, Male",Crime,,3.4,,Africa
2546,Mauritius,2021,"Percentage of male and female intentional homicide victims, Female",Crime,,1.8,,Africa
2547,Mauritius,2021,"Assault rate per 100,000 population",Crime,,20.9,,Africa
2548,Mauritius,2021,"Kidnapping at the national level, rate per 100,000",Crime,,1.8,,Africa
2549,Mauritius,2021,"Total Sexual Violence at the national level, rate per 100,000",Crime,,46.8,,Africa
2550,Mauritius,2022,"Intentional homicide rates per 100,000",Crime,,2.2,,Africa
2551,Mauritius,2022,"Percentage of male and female intentional homicide victims, Male",Crime,,3.0,,Africa
2552,Mauritius,2022,"Percentage of male and female intentional homicide victims, Female",Crime,,1.5,,Africa
2553,Mayotte,2009,"Intentional homicide rates per 100,000",Crime,,5.8,,Other
2554,Mexico,2005,"Intentional homicide rates per 100,000",Crime,,9.4,,Americas
2555,Mexico,2005,"Percentage of male and female intentional homicide victims, Male",Crime,,16.7,,Americas
2556,Mexico,2005,"Percentage of male and female intentional homicide victims, Female",Crime,,2.4,,Americas
2557,Mexico,2005,"Assault rate per 100,000 population",Crime,,226.8,,Americas
2558,Mexico,2005,"Kidnapping at the national level, rate per 100,000",Crime,,0.3,,Americas
2559,Mexico,2005,"Theft at the national level, rate per 100,000 population",Crime,,80.4,,Americas
2560,Mexico,2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,27.1,,Americas
2561,Mexico,2010,"Intentional homicide rates per 100,000",Crime,,22.9,,Americas
2562,Mexico,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,42.3,,Americas
2563,Mexico,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,4.2,,Americas
2564,Mexico,2010,"Assault rate per 100,000 population",Crime,,205.0,,Americas
2565,Mexico,2010,"Kidnapping at the national level, rate per 100,000",Crime,,1.1,,Americas
2566,Mexico,2010,"Theft at the national level, rate per 100,000 population",Crime,,117.4,,Americas
2567,Mexico,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,30.3,,Americas
2568,Mexico,2015,"Intentional homicide rates per 100,000",Crime,,17.3,,Americas
2569,Mexico,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,31.1,,Americas
2570,Mexico,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,3.9,,Americas
2571,Mexico,2015,"Assault rate per 100,000 population",Crime,,38.5,,Americas
2572,Mexico,2015,"Kidnapping at the national level, rate per 100,000",Crime,,1.0,,Americas
2573,Mexico,2015,"Theft at the national level, rate per 100,000 population",Crime,,220.6,,Americas
2574,Mexico,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,29.7,,Americas
2575,Mexico,2022,"Intentional homicide rates per 100,000",Crime,,26.1,,Americas
2576,Mexico,2022,"Percentage of male and female intentional homicide victims, Male",Crime,,46.2,,Americas
2577,Mexico,2022,"Percentage of male and female intentional homicide victims, Female",Crime,,6.0,,Americas
2578,Mexico,2022,"Assault rate per 100,000 population",Crime,,51.0,,Americas
2579,Mexico,2022,"Kidnapping at the national level, rate per 100,000",Crime,,0.5,,Americas
2580,Mexico,2022,"Theft at the national level, rate per 100,000 population",Crime,,245.7,,Americas
2581,Mexico,2022,"Total Sexual Violence at the national level, rate per 100,000",Crime,,65.5,,Americas
2582,Micronesia (Fed. States of),2019,"Intentional homicide rates per 100,000",Crime,,0.9,,Oceania
2583,Micronesia (Fed. States of),2019,"Percentage of male and female intentional homicide victims, Male",Crime,,0.0,,Oceania
2584,Monaco,2001,"Intentional homicide rates per 100,000",Crime,,3.1,,Europe
2585,Monaco,2005,"Assault rate per 100,000 population",Crime,,482.3,,Europe
2586,Monaco,2005,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Europe
2587,Monaco,2005,"Theft at the national level, rate per 100,000 population",Crime,,1008.1,,Europe
2588,Monaco,2006,"Assault rate per 100,000 population",Crime,,437.3,,Europe
2589,Monaco,2006,"Kidnapping at the national level, rate per 100,000",Crime,,6.2,,Europe
2590,Monaco,2006,"Theft at the national level, rate per 100,000 population",Crime,,1080.9,,Europe
2591,Monaco,2008,"Intentional homicide rates per 100,000",Crime,,0.0,,Europe
2592,Monaco,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,0.0,,Europe
2593,Monaco,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.0,,Europe
2594,Monaco,2015,"Assault rate per 100,000 population",Crime,,535.9,,Europe
2595,Monaco,2015,"Kidnapping at the national level, rate per 100,000",Crime,,2.7,,Europe
2596,Monaco,2015,"Theft at the national level, rate per 100,000 population",Crime,,1479.9,,Europe
2597,Monaco,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,16.3,,Europe
2598,Monaco,2016,"Kidnapping at the national level, rate per 100,000",Crime,,2.7,,Europe
2599,Monaco,2016,"Theft at the national level, rate per 100,000 population",Crime,,1122.2,,Europe
2600,Monaco,2016,"Total Sexual Violence at the national level, rate per 100,000",Crime,,13.5,,Europe
2601,Mongolia,2005,"Intentional homicide rates per 100,000",Crime,,15.6,,Asia
2602,Mongolia,2005,"Assault rate per 100,000 population",Crime,,116.9,,Asia
2603,Mongolia,2005,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Asia
2604,Mongolia,2005,"Theft at the national level, rate per 100,000 population",Crime,,261.1,,Asia
2605,Mongolia,2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,13.2,,Asia
2606,Mongolia,2010,"Intentional homicide rates per 100,000",Crime,,8.8,,Asia
2607,Mongolia,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,12.8,,Asia
2608,Mongolia,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,4.9,,Asia
2609,Mongolia,2010,"Assault rate per 100,000 population",Crime,,215.4,,Asia
2610,Mongolia,2010,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Asia
2611,Mongolia,2010,"Theft at the national level, rate per 100,000 population",Crime,,213.8,,Asia
2612,Mongolia,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,13.4,,Asia
2613,Mongolia,2015,"Intentional homicide rates per 100,000",Crime,,7.2,,Asia
2614,Mongolia,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,11.1,,Asia
2615,Mongolia,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,3.4,,Asia
2616,Mongolia,2015,"Assault rate per 100,000 population",Crime,,15.0,,Asia
2617,Mongolia,2015,"Kidnapping at the national level, rate per 100,000",Crime,,0.1,,Asia
2618,Mongolia,2015,"Theft at the national level, rate per 100,000 population",Crime,,309.3,,Asia
2619,Mongolia,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,12.1,,Asia
2620,Mongolia,2020,"Intentional homicide rates per 100,000",Crime,,6.2,,Asia
2621,Mongolia,2020,"Percentage of male and female intentional homicide victims, Male",Crime,,10.1,,Asia
2622,Mongolia,2020,"Percentage of male and female intentional homicide victims, Female",Crime,,2.4,,Asia
2623,Mongolia,2020,"Assault rate per 100,000 population",Crime,,9.4,,Asia
2624,Mongolia,2020,"Kidnapping at the national level, rate per 100,000",Crime,,0.1,,Asia
2625,Mongolia,2020,"Theft at the national level, rate per 100,000 population",Crime,,154.8,,Asia
2626,Mongolia,2020,"Total Sexual Violence at the national level, rate per 100,000",Crime,,15.3,,Asia
2627,Mongolia,2021,"Intentional homicide rates per 100,000",Crime,,6.2,,Asia
2628,Mongolia,2021,"Percentage of male and female intentional homicide victims, Male",Crime,,9.8,,Asia
2629,Mongolia,2021,"Percentage of male and female intentional homicide victims, Female",Crime,,2.5,,Asia
2630,Mongolia,2021,"Assault rate per 100,000 population",Crime,,11.1,,Asia
2631,Mongolia,2021,"Kidnapping at the national level, rate per 100,000",Crime,,0.1,,Asia
2632,Mongolia,2021,"Total Sexual Violence at the national level, rate per 100,000",Crime,,16.1,,Asia
2633,Mongolia,2022,"Intentional homicide rates per 100,000",Crime,,5.9,,Asia
2634,Montenegro,2002,"Intentional homicide rates per 100,000",Crime,,4.3,,Europe
2635,Montenegro,2005,"Assault rate per 100,000 population",Crime,,24.5,,Europe
2636,Montenegro,2005,"Theft at the national level, rate per 100,000 population",Crime,,243.3,,Europe
2637,Montenegro,2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,5.5,,Europe
2638,Montenegro,2010,"Intentional homicide rates per 100,000",Crime,,2.4,,Europe
2639,Montenegro,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,2.6,,Europe
2640,Montenegro,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,2.2,,Europe
2641,Montenegro,2010,"Assault rate per 100,000 population",Crime,,30.6,,Europe
2642,Montenegro,2010,"Kidnapping at the national level, rate per 100,000",Crime,,0.3,,Europe
2643,Montenegro,2010,"Theft at the national level, rate per 100,000 population",Crime,,84.0,,Europe
2644,Montenegro,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,5.7,,Europe
2645,Montenegro,2015,"Intentional homicide rates per 100,000",Crime,,2.7,,Europe
2646,Montenegro,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,4.5,,Europe
2647,Montenegro,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.9,,Europe
2648,Montenegro,2015,"Assault rate per 100,000 population",Crime,,22.1,,Europe
2649,Montenegro,2015,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Europe
2650,Montenegro,2015,"Theft at the national level, rate per 100,000 population",Crime,,130.4,,Europe
2651,Montenegro,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,4.1,,Europe
2652,Montenegro,2022,"Intentional homicide rates per 100,000",Crime,,2.6,,Europe
2653,Montenegro,2022,"Percentage of male and female intentional homicide victims, Male",Crime,,3.3,,Europe
2654,Montenegro,2022,"Percentage of male and female intentional homicide victims, Female",Crime,,1.9,,Europe
2655,Montenegro,2022,"Assault rate per 100,000 population",Crime,,20.4,,Europe
2656,Montenegro,2022,"Kidnapping at the national level, rate per 100,000",Crime,,0.2,,Europe
2657,Montenegro,2022,"Theft at the national level, rate per 100,000 population",Crime,,54.2,,Europe
2658,Montenegro,2022,"Total Sexual Violence at the national level, rate per 100,000",Crime,,6.4,,Europe
2659,Montserrat,2005,"Intentional homicide rates per 100,000",Crime,,21.3,,Americas
2660,Montserrat,2005,"Percentage of male and female intentional homicide victims, Male",Crime,,40.4,,Americas
2661,Montserrat,2005,"Percentage of male and female intentional homicide victims, Female",Crime,,0.0,,Americas
2662,Montserrat,2008,"Intentional homicide rates per 100,000",Crime,,20.8,,Americas
2663,Montserrat,2008,"Percentage of male and female intentional homicide victims, Male",Crime,,39.8,,Americas
2664,Montserrat,2008,"Percentage of male and female intentional homicide victims, Female",Crime,,0.0,,Americas
2665,Montserrat,2012,"Intentional homicide rates per 100,000",Crime,,20.1,,Americas
2666,Montserrat,2012,"Percentage of male and female intentional homicide victims, Male",Crime,,0.0,,Americas
2667,Montserrat,2012,"Percentage of male and female intentional homicide victims, Female",Crime,,41.5,,Americas
2668,Montserrat,2018,"Intentional homicide rates per 100,000",Crime,,0.0,,Americas
2669,Morocco,2005,"Intentional homicide rates per 100,000",Crime,,1.5,,Africa
2670,Morocco,2005,"Assault rate per 100,000 population",Crime,,107.2,,Africa
2671,Morocco,2005,"Kidnapping at the national level, rate per 100,000",Crime,,1.0,,Africa
2672,Morocco,2005,"Theft at the national level, rate per 100,000 population",Crime,,204.0,,Africa
2673,Morocco,2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,3.1,,Africa
2674,Morocco,2009,"Intentional homicide rates per 100,000",Crime,,1.3,,Africa
2675,Morocco,2009,"Percentage of male and female intentional homicide victims, Male",Crime,,2.4,,Africa
2676,Morocco,2009,"Percentage of male and female intentional homicide victims, Female",Crime,,0.3,,Africa
2677,Morocco,2009,"Assault rate per 100,000 population",Crime,,97.1,,Africa
2678,Morocco,2009,"Kidnapping at the national level, rate per 100,000",Crime,,1.0,,Africa
2679,Morocco,2009,"Theft at the national level, rate per 100,000 population",Crime,,244.7,,Africa
2680,Morocco,2009,"Total Sexual Violence at the national level, rate per 100,000",Crime,,10.1,,Africa
2681,Morocco,2010,"Intentional homicide rates per 100,000",Crime,,1.4,,Africa
2682,Morocco,2015,"Intentional homicide rates per 100,000",Crime,,1.2,,Africa
2683,Morocco,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,1.9,,Africa
2684,Morocco,2015,"Percentage of male and female intentional homicide victims, Female",Crime,,0.6,,Africa
2685,Morocco,2015,"Assault rate per 100,000 population",Crime,,162.3,,Africa
2686,Morocco,2015,"Kidnapping at the national level, rate per 100,000",Crime,,1.9,,Africa
2687,Morocco,2015,"Theft at the national level, rate per 100,000 population",Crime,,140.1,,Africa
2688,Morocco,2015,"Total Sexual Violence at the national level, rate per 100,000",Crime,,10.0,,Africa
2689,Morocco,2022,"Intentional homicide rates per 100,000",Crime,,1.6,,Africa
2690,Morocco,2022,"Percentage of male and female intentional homicide victims, Male",Crime,,2.9,,Africa
2691,Morocco,2022,"Percentage of male and female intentional homicide victims, Female",Crime,,0.4,,Africa
2692,Morocco,2022,"Assault rate per 100,000 population",Crime,,155.1,,Africa
2693,Morocco,2022,"Kidnapping at the national level, rate per 100,000",Crime,,1.7,,Africa
2694,Morocco,2022,"Theft at the national level, rate per 100,000 population",Crime,,90.5,,Africa
2695,Morocco,2022,"Total Sexual Violence at the national level, rate per 100,000",Crime,,15.7,,Africa
2696,Mozambique,2005,"Intentional homicide rates per 100,000",Crime,,5.4,,Africa
2697,Mozambique,2005,"Assault rate per 100,000 population",Crime,,6.3,,Africa
2698,Mozambique,2005,"Theft at the national level, rate per 100,000 population",Crime,,27.5,,Africa
2699,Mozambique,2005,"Total Sexual Violence at the national level, rate per 100,000",Crime,,3.9,,Africa
2700,Mozambique,2009,"Intentional homicide rates per 100,000",Crime,,3.7,,Africa
2701,Mozambique,2009,"Assault rate per 100,000 population",Crime,,2.3,,Africa
2702,Mozambique,2009,"Theft at the national level, rate per 100,000 population",Crime,,21.1,,Africa
2703,Mozambique,2009,"Total Sexual Violence at the national level, rate per 100,000",Crime,,2.7,,Africa
2704,Mozambique,2010,"Intentional homicide rates per 100,000",Crime,,3.8,,Africa
2705,Mozambique,2011,"Intentional homicide rates per 100,000",Crime,,3.6,,Africa
2706,Myanmar,2005,"Intentional homicide rates per 100,000",Crime,,1.4,,Asia
2707,Myanmar,2010,"Intentional homicide rates per 100,000",Crime,,1.6,,Asia
2708,Myanmar,2010,"Percentage of male and female intentional homicide victims, Male",Crime,,2.6,,Asia
2709,Myanmar,2010,"Percentage of male and female intentional homicide victims, Female",Crime,,0.6,,Asia
2710,Myanmar,2010,"Assault rate per 100,000 population",Crime,,5.4,,Asia
2711,Myanmar,2010,"Theft at the national level, rate per 100,000 population",Crime,,3.5,,Asia
2712,Myanmar,2010,"Total Sexual Violence at the national level, rate per 100,000",Crime,,0.5,,Asia
2713,Myanmar,2013,"Intentional homicide rates per 100,000",Crime,,2.4,,Asia
2714,Myanmar,2013,"Percentage of male and female intentional homicide victims, Male",Crime,,4.1,,Asia
2715,Myanmar,2013,"Percentage of male and female intentional homicide victims, Female",Crime,,0.8,,Asia
2716,Myanmar,2013,"Assault rate per 100,000 population",Crime,,9.9,,Asia
2717,Myanmar,2013,"Kidnapping at the national level, rate per 100,000",Crime,,0.0,,Asia
2718,Myanmar,2013,"Theft at the national level, rate per 100,000 population",Crime,,5.3,,Asia
2719,Myanmar,2013,"Total Sexual Violence at the national level, rate per 100,000",Crime,,0.7,,Asia
2720,Myanmar,2015,"Intentional homicide rates per 100,000",Crime,,2.5,,Asia
2721,Myanmar,2015,"Percentage of male and female intentional homicide victims, Male",Crime,,4.2,,Asia
